File Path,Line Number,Found in Function,Assert Statement Type,Oracle Argument Position,Differential Function Line Number,Differential Test Function
kernel_tests\embedding_ops_test.py,508,testGradientsEmbeddingLookup,assertLess,1,506,gradient_checker.compute_gradient_error
kernel_tests\embedding_ops_test.py,529,testGradientsEmbeddingLookupWithComputedParams,assertLess,1,527,gradient_checker.compute_gradient_error
kernel_tests\embedding_ops_test.py,593,testHigherRankMaxNorm,assertAllClose,1,586,embedding_ops.embedding_lookup
kernel_tests\embedding_ops_test.py,629,testTransform,assertAllClose,1,627,embedding_ops._embedding_lookup_and_transform
kernel_tests\embedding_ops_test.py,644,testTransform,assertAllClose,1,627,embedding_ops._embedding_lookup_and_transform
kernel_tests\embedding_ops_test.py,644,testTransform,assertAllClose,2,636,embedding_ops._embedding_lookup_and_transform
kernel_tests\embedding_ops_test.py,747,testEmbeddingLookupSparse,assertAllClose,2,726,embedding_sum.eval
kernel_tests\embedding_ops_test.py,798,testGradientsEmbeddingLookupSparse,assertLess,1,796,gradient_checker.compute_gradient_error
kernel_tests\embedding_ops_test.py,899,test_safe_embedding_lookup_sparse_return_zero_vector,assertAllClose,1,895,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\embedding_ops_test.py,914,test_safe_embedding_lookup_sparse_return_special_vector,assertAllClose,1,911,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\embedding_ops_test.py,930,test_safe_embedding_lookup_sparse_no_weights,assertAllClose,1,927,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\embedding_ops_test.py,947,test_safe_embedding_lookup_sparse_partitioned,assertAllClose,1,943,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\embedding_ops_test.py,979,test_safe_embedding_lookup_sparse_3d_return_zero_vector,assertAllClose,1,975,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\embedding_ops_test.py,994,test_safe_embedding_lookup_sparse_3d_return_special_vector,assertAllClose,1,991,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\embedding_ops_test.py,1012,test_safe_embedding_lookup_sparse_3d_no_weights,assertAllClose,1,1009,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\embedding_ops_test.py,1031,test_safe_embedding_lookup_sparse_3d_partitioned,assertAllClose,1,1027,embedding_ops.safe_embedding_lookup_sparse_v2
kernel_tests\extract_image_patches_grad_test.py,173,_VariableShapeGradient,assertLess,1,171,gradient_checker.compute_gradient_error
kernel_tests\fractional_avg_pool_op_test.py,141,_ValidateFractionalAvgPoolResult,assertAllClose,1,138,self._GetExpectedFractionalAvgPoolResult
kernel_tests\fractional_avg_pool_op_test.py,459,testAllInputOptionsThroughGradientError,assertLess,1,452,gradient_checker.compute_gradient_error
kernel_tests\fractional_avg_pool_op_test.py,459,testAllInputOptionsThroughGradientError,assertLess,2,451,UNSUPPORTED Constant
kernel_tests\fractional_avg_pool_op_test.py,491,testDifferentTensorShapesThroughGradientError,assertLess,1,484,gradient_checker.compute_gradient_error
kernel_tests\fractional_avg_pool_op_test.py,491,testDifferentTensorShapesThroughGradientError,assertLess,2,483,UNSUPPORTED Constant
kernel_tests\fractional_avg_pool_op_test.py,519,testLargePoolingRatioThroughGradientError,assertLess,1,512,gradient_checker.compute_gradient_error
kernel_tests\fractional_avg_pool_op_test.py,519,testLargePoolingRatioThroughGradientError,assertLess,2,511,UNSUPPORTED Constant
kernel_tests\fractional_max_pool_op_test.py,141,_ValidateFractionalMaxPoolResult,assertAllClose,1,138,self._GetExpectedFractionalMaxPoolResult
kernel_tests\fractional_max_pool_op_test.py,464,testAllInputOptionsThroughGradientError,assertLess,1,457,gradient_checker.compute_gradient_error
kernel_tests\fractional_max_pool_op_test.py,464,testAllInputOptionsThroughGradientError,assertLess,2,456,UNSUPPORTED Constant
kernel_tests\fractional_max_pool_op_test.py,498,testDifferentTensorShapesThroughGradientError,assertLess,1,491,gradient_checker.compute_gradient_error
kernel_tests\fractional_max_pool_op_test.py,498,testDifferentTensorShapesThroughGradientError,assertLess,2,490,UNSUPPORTED Constant
kernel_tests\fractional_max_pool_op_test.py,528,testLargePoolingRatioThroughGradientError,assertLess,1,521,gradient_checker.compute_gradient_error
kernel_tests\fractional_max_pool_op_test.py,528,testLargePoolingRatioThroughGradientError,assertLess,2,520,UNSUPPORTED Constant
kernel_tests\fractional_max_pool_op_test.py,589,testWhenRepeatedMaxValueInPoolingRegion,assertAllClose,1,561,np.reshape
kernel_tests\fractional_max_pool_op_test.py,599,testWhenRepeatedMaxValueInPoolingRegion,assertAllClose,1,567,np.reshape
kernel_tests\functional_ops_test.py,913,_testForMLP,assertAllClose,1,911,self._npMLP
kernel_tests\functional_ops_test.py,913,_testForMLP,assertAllClose,2,912,self._tfMLP
kernel_tests\gradient_correctness_test.py,46,testMultipleOutputChainedGradients,assertAllClose,2,44,astype
kernel_tests\init_ops_test.py,62,identicaltest,allclose,1,59,eval
kernel_tests\init_ops_test.py,62,identicaltest,allclose,2,61,eval
kernel_tests\init_ops_test.py,89,duplicated_initializer,allclose,1,87,eval
kernel_tests\init_ops_test.py,89,duplicated_initializer,allclose,2,88,eval
kernel_tests\init_ops_test.py,408,testTruncatedNormalDistribution,assertNear,2,396,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,409,testTruncatedNormalDistribution,assertNear,2,397,UNSUPPORTED Binary Operation
kernel_tests\init_ops_test.py,425,testNormalDistribution,assertNear,2,414,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,426,testNormalDistribution,assertNear,2,415,UNSUPPORTED Binary Operation
kernel_tests\init_ops_test.py,443,testUntruncatedNormalDistribution,assertNear,2,431,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,444,testUntruncatedNormalDistribution,assertNear,2,432,UNSUPPORTED Binary Operation
kernel_tests\init_ops_test.py,456,testUniformDistribution,assertNear,2,449,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,457,testUniformDistribution,assertNear,2,450,UNSUPPORTED Binary Operation
kernel_tests\init_ops_test.py,707,testScalarsCompareToNumpy,assertArrayNear,1,706,np.linspace
kernel_tests\init_ops_test.py,707,testScalarsCompareToNumpy,assertArrayNear,2,705,self._LinSpace
kernel_tests\init_ops_test.py,742,testNumConstant,assertArrayNear,1,741,np.linspace
kernel_tests\init_ops_test.py,742,testNumConstant,assertArrayNear,2,740,self._LinSpaceNumConstant
kernel_tests\init_ops_test.py,816,testGain,assertAllClose,1,814,eval
kernel_tests\init_ops_test.py,880,testGain,assertAllClose,1,878,eval
kernel_tests\init_ops_test.py,919,testShapesValues,assertAllClose,2,884,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,941,testNonuniformity,assertLess,1,923,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,942,testNonuniformity,assertLess,2,923,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,945,testNonuniformity,assertAllClose,1,924,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,945,testNonuniformity,assertAllClose,2,926,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,990,testGain,assertAllClose,1,988,eval
kernel_tests\init_ops_test.py,1012,testNonuniformity,assertLess,1,994,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1013,testNonuniformity,assertLess,2,994,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1016,testNonuniformity,assertAllClose,1,995,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1016,testNonuniformity,assertAllClose,2,997,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1115,testGain,assertAllClose,1,1113,eval
kernel_tests\init_ops_test.py,1221,testGain,assertAllClose,1,1219,eval
kernel_tests\init_ops_test.py,1243,testNonuniformity,assertLess,1,1225,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1244,testNonuniformity,assertLess,2,1225,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1247,testNonuniformity,assertAllClose,1,1226,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1247,testNonuniformity,assertAllClose,2,1228,UNSUPPORTED Constant
kernel_tests\init_ops_test.py,1332,testNonSquare,assertAllClose,1,1332,UNSUPPORTED Name (named variable or defined function: init)
kernel_tests\init_ops_test.py,1341,testGain,assertAllClose,1,1341,UNSUPPORTED Name (named variable or defined function: init_default)
kernel_tests\init_ops_test.py,1343,testGain,assertAllClose,1,1343,UNSUPPORTED Name (named variable or defined function: init_custom)
kernel_tests\init_ops_test.py,1355,testPartitions,assertAllClose,1,1353,array_ops.identity
kernel_tests\inplace_ops_test.py,39,testBasicUpdate,assertAllClose,1,37,array_ops.ones
kernel_tests\inplace_ops_test.py,39,testBasicUpdate,assertAllClose,1,40,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,39,testBasicUpdate,assertAllClose,1,43,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,39,testBasicUpdate,assertAllClose,1,47,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,39,testBasicUpdate,assertAllClose,2,38,np.ones
kernel_tests\inplace_ops_test.py,42,testBasicUpdate,assertAllClose,1,37,array_ops.ones
kernel_tests\inplace_ops_test.py,42,testBasicUpdate,assertAllClose,1,40,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,42,testBasicUpdate,assertAllClose,1,43,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,42,testBasicUpdate,assertAllClose,1,47,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,42,testBasicUpdate,assertAllClose,2,38,np.ones
kernel_tests\inplace_ops_test.py,46,testBasicUpdate,assertAllClose,1,37,array_ops.ones
kernel_tests\inplace_ops_test.py,46,testBasicUpdate,assertAllClose,1,40,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,46,testBasicUpdate,assertAllClose,1,43,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,46,testBasicUpdate,assertAllClose,1,47,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,46,testBasicUpdate,assertAllClose,2,38,np.ones
kernel_tests\inplace_ops_test.py,49,testBasicUpdate,assertAllClose,1,37,array_ops.ones
kernel_tests\inplace_ops_test.py,49,testBasicUpdate,assertAllClose,1,40,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,49,testBasicUpdate,assertAllClose,1,43,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,49,testBasicUpdate,assertAllClose,1,47,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,49,testBasicUpdate,assertAllClose,2,38,np.ones
kernel_tests\inplace_ops_test.py,55,testBasicUpdateBool,assertAllClose,1,53,array_ops.ones
kernel_tests\inplace_ops_test.py,55,testBasicUpdateBool,assertAllClose,1,56,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,55,testBasicUpdateBool,assertAllClose,1,60,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,55,testBasicUpdateBool,assertAllClose,1,64,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,55,testBasicUpdateBool,assertAllClose,2,54,np.ones
kernel_tests\inplace_ops_test.py,59,testBasicUpdateBool,assertAllClose,1,53,array_ops.ones
kernel_tests\inplace_ops_test.py,59,testBasicUpdateBool,assertAllClose,1,56,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,59,testBasicUpdateBool,assertAllClose,1,60,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,59,testBasicUpdateBool,assertAllClose,1,64,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,59,testBasicUpdateBool,assertAllClose,2,54,np.ones
kernel_tests\inplace_ops_test.py,63,testBasicUpdateBool,assertAllClose,1,53,array_ops.ones
kernel_tests\inplace_ops_test.py,63,testBasicUpdateBool,assertAllClose,1,56,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,63,testBasicUpdateBool,assertAllClose,1,60,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,63,testBasicUpdateBool,assertAllClose,1,64,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,63,testBasicUpdateBool,assertAllClose,2,54,np.ones
kernel_tests\inplace_ops_test.py,66,testBasicUpdateBool,assertAllClose,1,53,array_ops.ones
kernel_tests\inplace_ops_test.py,66,testBasicUpdateBool,assertAllClose,1,56,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,66,testBasicUpdateBool,assertAllClose,1,60,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,66,testBasicUpdateBool,assertAllClose,1,64,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,66,testBasicUpdateBool,assertAllClose,2,54,np.ones
kernel_tests\inplace_ops_test.py,73,testBasicAdd,assertAllClose,1,71,array_ops.ones
kernel_tests\inplace_ops_test.py,73,testBasicAdd,assertAllClose,1,74,array_ops.inplace_add
kernel_tests\inplace_ops_test.py,73,testBasicAdd,assertAllClose,1,77,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,73,testBasicAdd,assertAllClose,1,80,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,73,testBasicAdd,assertAllClose,1,83,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,73,testBasicAdd,assertAllClose,2,72,np.ones
kernel_tests\inplace_ops_test.py,76,testBasicAdd,assertAllClose,1,71,array_ops.ones
kernel_tests\inplace_ops_test.py,76,testBasicAdd,assertAllClose,1,74,array_ops.inplace_add
kernel_tests\inplace_ops_test.py,76,testBasicAdd,assertAllClose,1,77,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,76,testBasicAdd,assertAllClose,1,80,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,76,testBasicAdd,assertAllClose,1,83,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,76,testBasicAdd,assertAllClose,2,72,np.ones
kernel_tests\inplace_ops_test.py,79,testBasicAdd,assertAllClose,1,71,array_ops.ones
kernel_tests\inplace_ops_test.py,79,testBasicAdd,assertAllClose,1,74,array_ops.inplace_add
kernel_tests\inplace_ops_test.py,79,testBasicAdd,assertAllClose,1,77,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,79,testBasicAdd,assertAllClose,1,80,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,79,testBasicAdd,assertAllClose,1,83,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,79,testBasicAdd,assertAllClose,2,72,np.ones
kernel_tests\inplace_ops_test.py,82,testBasicAdd,assertAllClose,1,71,array_ops.ones
kernel_tests\inplace_ops_test.py,82,testBasicAdd,assertAllClose,1,74,array_ops.inplace_add
kernel_tests\inplace_ops_test.py,82,testBasicAdd,assertAllClose,1,77,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,82,testBasicAdd,assertAllClose,1,80,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,82,testBasicAdd,assertAllClose,1,83,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,82,testBasicAdd,assertAllClose,2,72,np.ones
kernel_tests\inplace_ops_test.py,85,testBasicAdd,assertAllClose,1,71,array_ops.ones
kernel_tests\inplace_ops_test.py,85,testBasicAdd,assertAllClose,1,74,array_ops.inplace_add
kernel_tests\inplace_ops_test.py,85,testBasicAdd,assertAllClose,1,77,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,85,testBasicAdd,assertAllClose,1,80,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,85,testBasicAdd,assertAllClose,1,83,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,85,testBasicAdd,assertAllClose,2,72,np.ones
kernel_tests\inplace_ops_test.py,92,testBasicSub,assertAllClose,1,90,array_ops.ones
kernel_tests\inplace_ops_test.py,92,testBasicSub,assertAllClose,1,93,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,92,testBasicSub,assertAllClose,1,96,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,92,testBasicSub,assertAllClose,1,99,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,92,testBasicSub,assertAllClose,1,102,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,92,testBasicSub,assertAllClose,2,91,np.ones
kernel_tests\inplace_ops_test.py,95,testBasicSub,assertAllClose,1,90,array_ops.ones
kernel_tests\inplace_ops_test.py,95,testBasicSub,assertAllClose,1,93,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,95,testBasicSub,assertAllClose,1,96,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,95,testBasicSub,assertAllClose,1,99,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,95,testBasicSub,assertAllClose,1,102,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,95,testBasicSub,assertAllClose,2,91,np.ones
kernel_tests\inplace_ops_test.py,98,testBasicSub,assertAllClose,1,90,array_ops.ones
kernel_tests\inplace_ops_test.py,98,testBasicSub,assertAllClose,1,93,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,98,testBasicSub,assertAllClose,1,96,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,98,testBasicSub,assertAllClose,1,99,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,98,testBasicSub,assertAllClose,1,102,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,98,testBasicSub,assertAllClose,2,91,np.ones
kernel_tests\inplace_ops_test.py,101,testBasicSub,assertAllClose,1,90,array_ops.ones
kernel_tests\inplace_ops_test.py,101,testBasicSub,assertAllClose,1,93,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,101,testBasicSub,assertAllClose,1,96,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,101,testBasicSub,assertAllClose,1,99,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,101,testBasicSub,assertAllClose,1,102,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,101,testBasicSub,assertAllClose,2,91,np.ones
kernel_tests\inplace_ops_test.py,104,testBasicSub,assertAllClose,1,90,array_ops.ones
kernel_tests\inplace_ops_test.py,104,testBasicSub,assertAllClose,1,93,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,104,testBasicSub,assertAllClose,1,96,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,104,testBasicSub,assertAllClose,1,99,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,104,testBasicSub,assertAllClose,1,102,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,104,testBasicSub,assertAllClose,2,91,np.ones
kernel_tests\inplace_ops_test.py,124,testRandom,assertAllClose,1,109,array_ops.zeros
kernel_tests\inplace_ops_test.py,124,testRandom,assertAllClose,1,116,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,124,testRandom,assertAllClose,1,119,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,124,testRandom,assertAllClose,1,122,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,124,testRandom,assertAllClose,2,110,np.zeros
kernel_tests\inplace_ops_test.py,144,testRandom1D,assertAllClose,1,129,array_ops.zeros
kernel_tests\inplace_ops_test.py,144,testRandom1D,assertAllClose,1,136,inplace_ops.inplace_update
kernel_tests\inplace_ops_test.py,144,testRandom1D,assertAllClose,1,139,inplace_ops.inplace_add
kernel_tests\inplace_ops_test.py,144,testRandom1D,assertAllClose,1,142,inplace_ops.inplace_sub
kernel_tests\inplace_ops_test.py,144,testRandom1D,assertAllClose,2,130,np.zeros
kernel_tests\inplace_ops_test.py,209,testInplaceOpOnEmptyTensors,assertAllClose,1,207,array_ops.zeros
kernel_tests\inplace_ops_test.py,209,testInplaceOpOnEmptyTensors,assertAllClose,1,210,op_fn
kernel_tests\inplace_ops_test.py,209,testInplaceOpOnEmptyTensors,assertAllClose,1,212,op_fn
kernel_tests\inplace_ops_test.py,209,testInplaceOpOnEmptyTensors,assertAllClose,2,208,np.zeros
kernel_tests\inplace_ops_test.py,211,testInplaceOpOnEmptyTensors,assertAllClose,1,207,array_ops.zeros
kernel_tests\inplace_ops_test.py,211,testInplaceOpOnEmptyTensors,assertAllClose,1,210,op_fn
kernel_tests\inplace_ops_test.py,211,testInplaceOpOnEmptyTensors,assertAllClose,1,212,op_fn
kernel_tests\inplace_ops_test.py,211,testInplaceOpOnEmptyTensors,assertAllClose,2,208,np.zeros
kernel_tests\inplace_ops_test.py,213,testInplaceOpOnEmptyTensors,assertAllClose,1,207,array_ops.zeros
kernel_tests\inplace_ops_test.py,213,testInplaceOpOnEmptyTensors,assertAllClose,1,210,op_fn
kernel_tests\inplace_ops_test.py,213,testInplaceOpOnEmptyTensors,assertAllClose,1,212,op_fn
kernel_tests\inplace_ops_test.py,213,testInplaceOpOnEmptyTensors,assertAllClose,2,208,np.zeros
kernel_tests\in_topk_op_test.py,35,_validateInTopK,assertAllClose,1,31,np.array
kernel_tests\linalg_grad_test.py,55,testBatchGradientUnknownSize,assertAllClose,1,48,array_ops.tile
kernel_tests\linalg_ops_test.py,66,test_works_with_five_different_random_pos_def_matrices,assertAllClose,1,64,astype
kernel_tests\linalg_ops_test.py,357,test_symmetric,assertAllClose,1,354,self.expected_pinv
kernel_tests\linalg_ops_test.py,375,test_nonsquare,assertAllClose,1,372,self.expected_pinv
kernel_tests\linalg_ops_test.py,431,test_non_batch,assertAllClose,1,422,np.array
kernel_tests\linalg_ops_test.py,446,test_batch,assertAllClose,1,434,np.array
kernel_tests\linalg_ops_test.py,523,test_non_batch,assertAllClose,1,520,np.linalg.solve
kernel_tests\linalg_ops_test.py,546,test_batch_broadcast,assertAllClose,1,543,np.linalg.solve
kernel_tests\linalg_ops_test.py,576,run_test,assertAllClose,1,571,scipy.linalg.eigh_tridiagonal
kernel_tests\linalg_ops_test.py,576,run_test,assertAllClose,2,573,linalg.eigh_tridiagonal
kernel_tests\linalg_ops_test.py,617,test_select,assertAllClose,2,615,linalg.eigh_tridiagonal
kernel_tests\linalg_ops_test.py,627,test_select,assertAllClose,2,622,linalg.eigh_tridiagonal
kernel_tests\losses_test.py,228,testSoftmaxLabelSmoothing,assertAlmostEqual,2,227,UNSUPPORTED Binary Operation
kernel_tests\losses_test.py,353,testNonZeroLossWithPlaceholderForWeights,assertAlmostEqual,2,351,sess.run
kernel_tests\losses_test.py,369,testUnknownShapePlaceholderForLogitsLabelsButScalarWeights,assertAlmostEqual,2,362,sess.run
kernel_tests\losses_test.py,386,testNonZeroLossWithPlaceholderForLogitsLabelsAndWeights,assertAlmostEqual,2,378,sess.run
kernel_tests\losses_test.py,525,testLossWithSingleDimPlaceholderForLogitsAndWeights1,assertAlmostEqual,2,516,losses.sigmoid_cross_entropy
kernel_tests\losses_test.py,525,testLossWithSingleDimPlaceholderForLogitsAndWeights1,assertAlmostEqual,2,520,sess.run
kernel_tests\losses_test.py,542,testLossWithSingleDimPlaceholderForLogitsAndWeights2,assertAlmostEqual,2,533,losses.sigmoid_cross_entropy
kernel_tests\losses_test.py,542,testLossWithSingleDimPlaceholderForLogitsAndWeights2,assertAlmostEqual,2,537,sess.run
kernel_tests\losses_test.py,633,testSigmoidLabelSmoothingCorrect,assertAlmostEqual,2,632,UNSUPPORTED Binary Operation
kernel_tests\losses_test.py,688,testAllCorrectNoLossWeightWithPlaceholder,assertAlmostEqual,2,686,losses.log_loss
kernel_tests\losses_test.py,720,testNonZeroLossWithScalarTensorWeightAndPlaceholder,assertAlmostEqual,2,716,losses.log_loss
kernel_tests\losses_test.py,720,testNonZeroLossWithScalarTensorWeightAndPlaceholder,assertAlmostEqual,2,719,sess.run
kernel_tests\losses_test.py,730,testNonZeroLossWithScalarTensorWeightAndPlaceholderWithRankOnly,assertAlmostEqual,2,726,losses.log_loss
kernel_tests\losses_test.py,730,testNonZeroLossWithScalarTensorWeightAndPlaceholderWithRankOnly,assertAlmostEqual,2,729,sess.run
kernel_tests\losses_test.py,795,testNonZeroLossWithMeasurementSpecificWeightsWithPlaceholder,assertAlmostEqual,2,787,losses.log_loss
kernel_tests\losses_test.py,795,testNonZeroLossWithMeasurementSpecificWeightsWithPlaceholder,assertAlmostEqual,2,794,sess.run
kernel_tests\losses_test.py,819,testNonZeroLossWithSampleSpecificWeightsMostZeroWithPlaceholder,assertAlmostEqual,2,815,losses.log_loss
kernel_tests\losses_test.py,819,testNonZeroLossWithSampleSpecificWeightsMostZeroWithPlaceholder,assertAlmostEqual,2,818,sess.run
kernel_tests\losses_test.py,843,testAllOutsideMargin,assertAllClose,1,842,losses.hinge_loss
kernel_tests\losses_test.py,853,testSomeInsideMargin,assertAllClose,1,850,losses.hinge_loss
kernel_tests\losses_test.py,863,testSomeMisclassified,assertAllClose,1,860,losses.hinge_loss
kernel_tests\losses_test.py,881,testAllQuadratic,assertAllClose,1,880,losses.huber_loss
kernel_tests\losses_test.py,890,testAllLinear,assertAllClose,1,889,losses.huber_loss
kernel_tests\losses_test.py,903,testMixedQuadraticLinear,assertAllClose,1,899,losses.huber_loss
kernel_tests\losses_test.py,903,testMixedQuadraticLinear,assertAllClose,2,902,UNSUPPORTED Binary Operation
kernel_tests\losses_test.py,912,testAllQuadraticDelta,assertAllClose,1,910,UNSUPPORTED Binary Operation
kernel_tests\losses_test.py,922,testAllLinearDelta,assertAllClose,1,918,UNSUPPORTED Binary Operation
kernel_tests\losses_test.py,1058,_test_valid_weights,assertAlmostEqual,2,1049,losses.mean_pairwise_squared_error
kernel_tests\losses_test.py,1231,testLossIsAssociativeAcrossBatchElements,assertAlmostEqual,2,1222,losses.mean_pairwise_squared_error
kernel_tests\losses_test.py,1522,_test_valid_weights,assertAllClose,1,1519,UNSUPPORTED Binary Operation
kernel_tests\losses_test.py,1524,_test_valid_weights,assertAllClose,1,1520,np.sum
kernel_tests\lrn_op_test.py,115,testGradientsZeroInput,assertAllClose,1,113,grad.eval
kernel_tests\lrn_op_test.py,115,testGradientsZeroInput,assertAllClose,2,114,astype
kernel_tests\lrn_op_test.py,149,_RunAndVerifyGradients,assertLess,1,145,gradient_checker.compute_gradient_error
kernel_tests\lrn_op_test.py,151,_RunAndVerifyGradients,assertLess,1,145,gradient_checker.compute_gradient_error
kernel_tests\map_ops_test.py,55,testTensorMapLookup,assertAllClose,1,54,map_ops.tensor_map_lookup
kernel_tests\map_ops_test.py,55,testTensorMapLookup,assertAllClose,2,52,constant_op.constant
kernel_tests\map_ops_test.py,134,testIfHasKeyLookup,assertAllClose,1,126,control_flow_ops.cond
kernel_tests\map_ops_test.py,134,testIfHasKeyLookup,assertAllClose,2,122,constant_op.constant
kernel_tests\map_ops_test.py,135,testIfHasKeyLookup,assertAllClose,1,130,control_flow_ops.cond
kernel_tests\map_ops_test.py,135,testIfHasKeyLookup,assertAllClose,2,125,array_ops.zeros_like
kernel_tests\map_ops_test.py,150,testStackKeys,assertAllClose,2,148,constant_op.constant
kernel_tests\map_ops_test.py,150,testStackKeys,assertAllClose,2,154,constant_op.constant
kernel_tests\map_ops_test.py,156,testStackKeys,assertAllClose,2,148,constant_op.constant
kernel_tests\map_ops_test.py,156,testStackKeys,assertAllClose,2,154,constant_op.constant
kernel_tests\map_ops_test.py,252,testReplaceLookupGrad,assertAllClose,1,251,map_ops.tensor_map_lookup
kernel_tests\map_ops_test.py,252,testReplaceLookupGrad,assertAllClose,2,246,constant_op.constant
kernel_tests\map_ops_test.py,258,testReplaceLookupGrad,assertAllClose,1,257,map_ops.tensor_map_lookup
kernel_tests\map_ops_test.py,258,testReplaceLookupGrad,assertAllClose,2,247,constant_op.constant
kernel_tests\map_ops_test.py,260,testReplaceLookupGrad,assertAllClose,1,259,tape.gradient
kernel_tests\map_ops_test.py,262,testReplaceLookupGrad,assertAllClose,1,261,tape.gradient
kernel_tests\map_ops_test.py,300,testLookupAddGrad,assertAllClose,1,299,tape.gradient
